2016-09-04 21:04:56,607 [main] INFO GenericMethods - Element By.xpath: //input[@name='btnLogin'] is visible
2016-09-04 21:04:57,673 [main] INFO GenericMethods - The Element By.xpath: //input[@name='btnLogin'] has been clicked
2016-09-04 21:04:58,284 [main] INFO GenericMethods - Element By.xpath: //a[@href='addcustomerpage.php'] is visible
2016-09-04 21:04:58,324 [main] INFO GenericMethods - The Element By.xpath: //a[@href='addcustomerpage.php'] has been clicked
2016-09-04 21:04:58,325 [main] INFO com.guru99.testcases.GLPDemoBase - By.xpath: //a[@href='addcustomerpage.php'] Clicked
2016-09-04 21:04:58,325 [main] INFO com.guru99.testcases.GLPDemoBase - Entering Excel data to the application
2016-09-04 21:04:58,760 [main] INFO GenericMethods - Element By.xpath: //input[@name='name'] is visible
2016-09-04 21:04:58,807 [main] INFO GenericMethods - The text Manish has been inputted successfully.
2016-09-04 21:04:59,860 [main] INFO GenericMethods - Element By.xpath: //input[@id='dob'] is visible
2016-09-04 21:04:59,934 [main] INFO GenericMethods - The text 19-Jul-1990 has been inputted successfully.
2016-09-04 21:05:00,990 [main] INFO GenericMethods - Element By.xpath: //textarea[@name='addr'] is visible
2016-09-04 21:05:01,052 [main] INFO GenericMethods - The text Hitech city has been inputted successfully.
2016-09-04 21:05:02,102 [main] INFO GenericMethods - Element By.xpath: //input[@name='city'] is visible
2016-09-04 21:05:02,153 [main] INFO GenericMethods - The text Hyderabad has been inputted successfully.
2016-09-04 21:05:03,210 [main] INFO GenericMethods - Element By.xpath: //input[@name='state'] is visible
2016-09-04 21:05:03,269 [main] INFO GenericMethods - The text Telangana has been inputted successfully.
2016-09-04 21:05:04,300 [main] INFO GenericMethods - Element By.xpath: //input[@name='pinno'] is visible
2016-09-04 21:05:04,351 [main] INFO GenericMethods - The text 560018.0 has been inputted successfully.
2016-09-04 21:05:05,384 [main] INFO GenericMethods - Element By.xpath: //input[@name='telephoneno'] is visible
2016-09-04 21:05:05,434 [main] INFO GenericMethods - The text 9.741755E9 has been inputted successfully.
2016-09-04 21:05:06,483 [main] INFO GenericMethods - Element By.xpath: //input[@name='emailid'] is visible
2016-09-04 21:05:06,561 [main] INFO GenericMethods - The text rkgg093@gmail.com has been inputted successfully.
2016-09-04 21:05:07,611 [main] INFO GenericMethods - Element By.xpath: //input[@name='password'] is visible
2016-09-04 21:05:07,661 [main] INFO GenericMethods - The text anand093 has been inputted successfully.
2016-09-04 21:05:09,778 [main] INFO GenericMethods - Element By.xpath: //a[@href='addcustomerpage.php'] is visible
2016-09-04 21:05:09,817 [main] INFO GenericMethods - The Element By.xpath: //a[@href='addcustomerpage.php'] has been clicked
2016-09-04 21:05:09,818 [main] INFO com.guru99.testcases.GLPDemoBase - By.xpath: //a[@href='addcustomerpage.php'] Clicked
2016-09-04 21:05:09,819 [main] INFO com.guru99.testcases.GLPDemoBase - Entering Excel data to the application
2016-09-04 21:05:09,865 [main] INFO GenericMethods - Element By.xpath: //input[@name='name'] is visible
2016-09-04 21:05:09,915 [main] INFO GenericMethods - The text Anand has been inputted successfully.
2016-09-04 21:05:10,968 [main] INFO GenericMethods - Element By.xpath: //input[@id='dob'] is visible
2016-09-04 21:05:11,026 [main] INFO GenericMethods - The text 19-Jul-1990 has been inputted successfully.
2016-09-04 21:05:12,058 [main] INFO GenericMethods - Element By.xpath: //textarea[@name='addr'] is visible
2016-09-04 21:05:12,113 [main] INFO GenericMethods - The text Kondapur has been inputted successfully.
2016-09-04 21:05:13,140 [main] INFO GenericMethods - Element By.xpath: //input[@name='city'] is visible
2016-09-04 21:05:13,192 [main] INFO GenericMethods - The text Hyderabad has been inputted successfully.
2016-09-04 21:05:14,241 [main] INFO GenericMethods - Element By.xpath: //input[@name='state'] is visible
2016-09-04 21:05:14,292 [main] INFO GenericMethods - The text Telangana has been inputted successfully.
2016-09-04 21:05:15,347 [main] INFO GenericMethods - Element By.xpath: //input[@name='pinno'] is visible
2016-09-04 21:05:15,398 [main] INFO GenericMethods - The text 560081.0 has been inputted successfully.
2016-09-04 21:05:16,438 [main] INFO GenericMethods - Element By.xpath: //input[@name='telephoneno'] is visible
2016-09-04 21:05:16,509 [main] INFO GenericMethods - The text 9.742043109E9 has been inputted successfully.
2016-09-04 21:05:17,566 [main] INFO GenericMethods - Element By.xpath: //input[@name='emailid'] is visible
2016-09-04 21:05:17,648 [main] INFO GenericMethods - The text rkgg093@gmail.com has been inputted successfully.
2016-09-04 21:05:18,684 [main] INFO GenericMethods - Element By.xpath: //input[@name='password'] is visible
2016-09-04 21:05:18,737 [main] INFO GenericMethods - The text anand093 has been inputted successfully.
2016-09-04 21:08:43,641 [main] INFO GenericMethods - Element By.xpath: //input[@name='btnLogin'] is visible
2016-09-04 21:08:43,685 [main] INFO GenericMethods - The Element By.xpath: //input[@name='btnLogin'] has been clicked
2016-09-04 21:08:45,710 [main] INFO GenericMethods - Element By.xpath: //a[@href='addcustomerpage.php'] is visible
2016-09-04 21:08:45,757 [main] INFO GenericMethods - The Element By.xpath: //a[@href='addcustomerpage.php'] has been clicked
2016-09-04 21:08:45,758 [main] INFO com.guru99.testcases.GLPDemoBase - By.xpath: //a[@href='addcustomerpage.php'] Clicked
2016-09-04 21:08:45,758 [main] INFO com.guru99.testcases.GLPDemoBase - Entering Excel data to the application
2016-09-04 21:08:46,169 [main] INFO GenericMethods - Element By.xpath: //input[@name='name'] is visible
2016-09-04 21:08:46,220 [main] INFO GenericMethods - The text Manish has been inputted successfully.
2016-09-04 21:08:47,278 [main] INFO GenericMethods - Element By.xpath: //input[@id='dob'] is visible
2016-09-04 21:08:47,336 [main] INFO GenericMethods - The text 19-Jul-1990 has been inputted successfully.
2016-09-04 21:08:48,370 [main] INFO GenericMethods - Element By.xpath: //textarea[@name='addr'] is visible
2016-09-04 21:08:48,432 [main] INFO GenericMethods - The text Hitech city has been inputted successfully.
2016-09-04 21:08:49,463 [main] INFO GenericMethods - Element By.xpath: //input[@name='city'] is visible
2016-09-04 21:08:49,513 [main] INFO GenericMethods - The text Hyderabad has been inputted successfully.
2016-09-04 21:08:50,576 [main] INFO GenericMethods - Element By.xpath: //input[@name='state'] is visible
2016-09-04 21:08:50,633 [main] INFO GenericMethods - The text Telangana has been inputted successfully.
2016-09-04 21:08:51,691 [main] INFO GenericMethods - Element By.xpath: //input[@name='pinno'] is visible
2016-09-04 21:08:51,740 [main] INFO GenericMethods - The text 560018.0 has been inputted successfully.
2016-09-04 21:08:52,798 [main] INFO GenericMethods - Element By.xpath: //input[@name='telephoneno'] is visible
2016-09-04 21:08:52,853 [main] INFO GenericMethods - The text 9.741755E9 has been inputted successfully.
2016-09-04 21:08:53,910 [main] INFO GenericMethods - Element By.xpath: //input[@name='emailid'] is visible
2016-09-04 21:08:53,974 [main] INFO GenericMethods - The text rkgg093@gmail.com has been inputted successfully.
2016-09-04 21:08:55,015 [main] INFO GenericMethods - Element By.xpath: //input[@name='password'] is visible
2016-09-04 21:08:55,074 [main] INFO GenericMethods - The text anand093 has been inputted successfully.
2016-09-04 21:08:57,225 [main] INFO GenericMethods - Element By.xpath: //a[@href='addcustomerpage.php'] is visible
2016-09-04 21:08:57,266 [main] INFO GenericMethods - The Element By.xpath: //a[@href='addcustomerpage.php'] has been clicked
2016-09-04 21:08:57,266 [main] INFO com.guru99.testcases.GLPDemoBase - By.xpath: //a[@href='addcustomerpage.php'] Clicked
2016-09-04 21:08:57,266 [main] INFO com.guru99.testcases.GLPDemoBase - Entering Excel data to the application
2016-09-04 21:08:57,317 [main] INFO GenericMethods - Element By.xpath: //input[@name='name'] is visible
2016-09-04 21:08:57,364 [main] INFO GenericMethods - The text Anand has been inputted successfully.
2016-09-04 21:08:58,403 [main] INFO GenericMethods - Element By.xpath: //input[@id='dob'] is visible
2016-09-04 21:08:58,463 [main] INFO GenericMethods - The text 19-Jul-1990 has been inputted successfully.
2016-09-04 21:08:59,510 [main] INFO GenericMethods - Element By.xpath: //textarea[@name='addr'] is visible
2016-09-04 21:08:59,562 [main] INFO GenericMethods - The text Kondapur has been inputted successfully.
