2016-09-04 21:04:56,607 - GenericMethods -INFO - Element By.xpath: //input[@name='btnLogin'] is visible
2016-09-04 21:04:57,673 - GenericMethods -INFO - The Element By.xpath: //input[@name='btnLogin'] has been clicked
2016-09-04 21:04:58,284 - GenericMethods -INFO - Element By.xpath: //a[@href='addcustomerpage.php'] is visible
2016-09-04 21:04:58,324 - GenericMethods -INFO - The Element By.xpath: //a[@href='addcustomerpage.php'] has been clicked
2016-09-04 21:04:58,325 - com.guru99.testcases.GLPDemoBase -INFO - By.xpath: //a[@href='addcustomerpage.php'] Clicked
2016-09-04 21:04:58,325 - com.guru99.testcases.GLPDemoBase -INFO - Entering Excel data to the application
2016-09-04 21:04:58,760 - GenericMethods -INFO - Element By.xpath: //input[@name='name'] is visible
2016-09-04 21:04:58,807 - GenericMethods -INFO - The text Manish has been inputted successfully.
2016-09-04 21:04:59,860 - GenericMethods -INFO - Element By.xpath: //input[@id='dob'] is visible
2016-09-04 21:04:59,934 - GenericMethods -INFO - The text 19-Jul-1990 has been inputted successfully.
2016-09-04 21:05:00,990 - GenericMethods -INFO - Element By.xpath: //textarea[@name='addr'] is visible
2016-09-04 21:05:01,052 - GenericMethods -INFO - The text Hitech city has been inputted successfully.
2016-09-04 21:05:02,102 - GenericMethods -INFO - Element By.xpath: //input[@name='city'] is visible
2016-09-04 21:05:02,153 - GenericMethods -INFO - The text Hyderabad has been inputted successfully.
2016-09-04 21:05:03,210 - GenericMethods -INFO - Element By.xpath: //input[@name='state'] is visible
2016-09-04 21:05:03,269 - GenericMethods -INFO - The text Telangana has been inputted successfully.
2016-09-04 21:05:04,300 - GenericMethods -INFO - Element By.xpath: //input[@name='pinno'] is visible
2016-09-04 21:05:04,351 - GenericMethods -INFO - The text 560018.0 has been inputted successfully.
2016-09-04 21:05:05,384 - GenericMethods -INFO - Element By.xpath: //input[@name='telephoneno'] is visible
2016-09-04 21:05:05,434 - GenericMethods -INFO - The text 9.741755E9 has been inputted successfully.
2016-09-04 21:05:06,483 - GenericMethods -INFO - Element By.xpath: //input[@name='emailid'] is visible
2016-09-04 21:05:06,561 - GenericMethods -INFO - The text rkgg093@gmail.com has been inputted successfully.
2016-09-04 21:05:07,611 - GenericMethods -INFO - Element By.xpath: //input[@name='password'] is visible
2016-09-04 21:05:07,661 - GenericMethods -INFO - The text anand093 has been inputted successfully.
2016-09-04 21:05:09,778 - GenericMethods -INFO - Element By.xpath: //a[@href='addcustomerpage.php'] is visible
2016-09-04 21:05:09,817 - GenericMethods -INFO - The Element By.xpath: //a[@href='addcustomerpage.php'] has been clicked
2016-09-04 21:05:09,818 - com.guru99.testcases.GLPDemoBase -INFO - By.xpath: //a[@href='addcustomerpage.php'] Clicked
2016-09-04 21:05:09,819 - com.guru99.testcases.GLPDemoBase -INFO - Entering Excel data to the application
2016-09-04 21:05:09,865 - GenericMethods -INFO - Element By.xpath: //input[@name='name'] is visible
2016-09-04 21:05:09,915 - GenericMethods -INFO - The text Anand has been inputted successfully.
2016-09-04 21:05:10,968 - GenericMethods -INFO - Element By.xpath: //input[@id='dob'] is visible
2016-09-04 21:05:11,026 - GenericMethods -INFO - The text 19-Jul-1990 has been inputted successfully.
2016-09-04 21:05:12,058 - GenericMethods -INFO - Element By.xpath: //textarea[@name='addr'] is visible
2016-09-04 21:05:12,113 - GenericMethods -INFO - The text Kondapur has been inputted successfully.
2016-09-04 21:05:13,140 - GenericMethods -INFO - Element By.xpath: //input[@name='city'] is visible
2016-09-04 21:05:13,192 - GenericMethods -INFO - The text Hyderabad has been inputted successfully.
2016-09-04 21:05:14,241 - GenericMethods -INFO - Element By.xpath: //input[@name='state'] is visible
2016-09-04 21:05:14,292 - GenericMethods -INFO - The text Telangana has been inputted successfully.
2016-09-04 21:05:15,347 - GenericMethods -INFO - Element By.xpath: //input[@name='pinno'] is visible
2016-09-04 21:05:15,398 - GenericMethods -INFO - The text 560081.0 has been inputted successfully.
2016-09-04 21:05:16,438 - GenericMethods -INFO - Element By.xpath: //input[@name='telephoneno'] is visible
2016-09-04 21:05:16,509 - GenericMethods -INFO - The text 9.742043109E9 has been inputted successfully.
2016-09-04 21:05:17,566 - GenericMethods -INFO - Element By.xpath: //input[@name='emailid'] is visible
2016-09-04 21:05:17,648 - GenericMethods -INFO - The text rkgg093@gmail.com has been inputted successfully.
2016-09-04 21:05:18,684 - GenericMethods -INFO - Element By.xpath: //input[@name='password'] is visible
2016-09-04 21:05:18,737 - GenericMethods -INFO - The text anand093 has been inputted successfully.
2016-09-04 21:08:43,641 - GenericMethods -INFO - Element By.xpath: //input[@name='btnLogin'] is visible
2016-09-04 21:08:43,685 - GenericMethods -INFO - The Element By.xpath: //input[@name='btnLogin'] has been clicked
